State,District,Basin,Sub_Basin,Station_Name,Station_Type,Date,Month,Year,Agency_name,Latitude,Longitude,_24d,_as,_do,aldrin,alk_phen,alk_tot,b,barium,bhc,bod,bod3_27,ca,carbon_14,cd,chlf_a,cl,cn,co3,cocci,cod,cr,cu,data_gov_update_date,ddt,dieldrin,do_sat_,ec_fld,ec_gen,endos,f,fcol_mpn,fe,har_ca,har_mg,har_total,hco3,hg,k,mg,na,na_,nh3_n,ni,no2_n,no2_no3,no3_n,o_po4_p,org_n,p_tot,pah,pb,ph_fld,ph_gen,rsc,sar,secchi,sio2,sio3,so4,ss,tcol_mpn,tds,temp,toc,ts,turb,zn,_401,ag,al,colour_cod,d_o,d_o_,mn,odour_code,oxygen_18,pcb,ph,phenols,radon,se,strontium,tritium,uranium,no2__n,caco3,mgcaco3
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2007-10-04 15:57:00,10,2007,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,6,NA,0,160,NA,NA,NA,NA,2,64,NA,NA,NA,45.5400009155,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,686,NA,0.4300000072,NA,NA,NA,NA,304,195.1999969482,NA,4.9000000954,35,18,11.1999998093,NA,NA,0,0,NA,NA,NA,NA,NA,NA,7.3200001717,NA,-2.1700000763,0.4499999881,NA,NA,NA,NA,NA,NA,328,29,NA,NA,5.0999999046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2008-06-07 11:36:00,06,2008,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2017-05-16 12:03:00,05,2017,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2017-08-15 11:36:00,08,2017,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,6.8000001907,NA,0,120,NA,NA,NA,NA,NA,24,NA,NA,NA,50,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,454,NA,NA,NA,NA,NA,NA,100,120,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1999998093,-0.0700000003,NA,NA,NA,NA,NA,NA,NA,6.8000001907,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2017-12-19 14:37:00,12,2017,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,6.0999999046,NA,0,120,NA,NA,NA,NA,NA,21,NA,NA,NA,30,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,4.5999999046,NA,NA,NA,NA,NA,NA,120,120,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6100001335,-0.5199999809,NA,NA,NA,NA,NA,NA,NA,259,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2006-06-06 15:24:00,06,2006,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2007-03-01 11:33:00,03,2007,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GODAVARI AT RAJAHMUNDRY U/S KUMARADEVAM EAST GODAVARI,Surface Water,2018-06-17 08:30:00,06,2018,CPCB,17.069466,81.711134,NA,NA,6.1999998093,NA,NA,NA,NA,NA,NA,NA,1.1000000238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4099998474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,COLLING WATER BLOWDOWNS FROM ANDHRA SUGARS LTD TANUKU BEFORE JOINING RIVER GODAVARI,Surface Water,2019-05-27 08:30:00,05,2019,CPCB,16.730168,81.677227,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,1.7999999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4000000954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,ELERU CANAL NEAR PHARMA CITY,Surface Water,2019-05-20 08:30:00,05,2019,CPCB,16.720398,81.108729,NA,NA,5.8000001907,NA,NA,NA,0.5,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3000001907,NA,0.7900000215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GODAVARI AT RAJAHMUNDRY U/S KUMARADEVAM EAST GODAVARI,Surface Water,2019-05-20 08:30:00,05,2019,CPCB,17.069466,81.711134,NA,NA,7.1999998093,NA,NA,NA,NA,NA,NA,NA,1.3999999762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5999999046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GOSTTA NADI- VELPURU CANAL AT HANUMAN TEMPLE DOWNSTREAM OF TANUKU TOWN ATTILI (M),Surface Water,2019-05-27 08:30:00,05,2019,CPCB,16.709955,81.547483,NA,NA,6,NA,NA,NA,0.6000000238,NA,NA,NA,3.7999999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2000000477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4000000954,NA,7.1999998093,NA,NA,NA,NA,NA,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,KRISHNA CANAL AT HANUMAN NAGAR NEAR SAIBABA TEMPLE ELIRU,Surface Water,2019-05-10 08:30:00,05,2019,CPCB,16.752674,81.02373,NA,NA,7,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9000000954,NA,1.7000000477,NA,NA,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2018-03-20 14:50:00,03,2018,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,COLLING WATER BLOWDOWNS FROM ANDHRA SUGARS LTD TANUKU BEFORE JOINING RIVER GODAVARI,Surface Water,2020-09-14 08:30:00,09,2020,CPCB,16.730168,81.677227,NA,NA,6.1999998093,NA,NA,NA,0.0099999998,NA,NA,NA,1.7999999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,360,NA,0.3300000131,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0299999993,NA,NA,NA,0.9700000286,NA,NA,NA,NA,NA,NA,7.3000001907,NA,0.9399999976,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,ELERU CANAL NEAR PHARMA CITY,Surface Water,2020-09-08 08:30:00,09,2020,CPCB,16.720398,81.108729,NA,NA,6.5999999046,NA,NA,NA,0.0099999998,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,328,NA,0.2599999905,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0900000036,NA,NA,NA,3.0999999046,NA,NA,NA,NA,NA,NA,7.4000000954,NA,1.0299999714,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GOSTTA NADI- VELPURU CANAL AT HANUMAN TEMPLE DOWNSTREAM OF TANUKU TOWN ATTILI (M),Surface Water,2020-09-15 08:30:00,09,2020,CPCB,16.709955,81.547483,NA,NA,4.8000001907,NA,NA,NA,0.0199999996,NA,NA,NA,2.5999999046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,325,NA,0.3000000119,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0299999993,NA,NA,NA,1.5099999905,NA,NA,NA,NA,NA,NA,6.8000001907,NA,0.8199999928,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,19.7999992371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,KRISHNA CANAL AT HANUMAN NAGAR NEAR SAIBABA TEMPLE ELIRU,Surface Water,2020-09-15 08:30:00,09,2020,CPCB,16.752674,81.02373,NA,NA,5.1999998093,NA,NA,NA,0.0099999998,NA,NA,NA,2.7999999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,390,NA,0.5699999928,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999996,NA,NA,NA,1.6900000572,NA,NA,NA,NA,NA,NA,7.0999999046,NA,1.5399999619,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,55.5999984741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,RIVER VASISHTA (GODAVARI) DOWNSTREAM OF NARASAPURAM TOWN AFTER CONFLUENCE OF TOWN SEWAGE,Surface Water,2020-09-05 08:30:00,09,2020,CPCB,16.40845,81.699692,NA,NA,6.4000000954,NA,NA,NA,0.0099999998,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,286,NA,0.3300000131,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0500000007,NA,NA,NA,1.7999999523,NA,NA,NA,NA,NA,NA,7.0999999046,NA,1.0399999619,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,COLLING WATER BLOWDOWNS FROM ANDHRA SUGARS LTD TANUKU BEFORE JOINING RIVER GODAVARI,Surface Water,2020-07-15 08:30:00,07,2020,CPCB,16.730168,81.677227,NA,NA,3.7000000477,NA,NA,NA,0.0199999996,NA,NA,NA,4.1999998093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,634,NA,0.2700000107,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0599999987,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,7.5,NA,2.9900000095,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,2.3900001049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,ELERU CANAL NEAR PHARMA CITY,Surface Water,2020-07-07 08:30:00,07,2020,CPCB,16.720398,81.108729,NA,NA,6,NA,NA,NA,0.0099999998,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,398,NA,0.3400000036,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999996,NA,NA,NA,1.8200000525,NA,NA,NA,NA,NA,NA,7.4000000954,NA,0.5699999928,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,18.3999996185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,KRISHNA CANAL AT HANUMAN NAGAR NEAR SAIBABA TEMPLE ELIRU,Surface Water,2020-07-15 08:30:00,07,2020,CPCB,16.752674,81.02373,NA,NA,3,NA,NA,NA,0.0199999996,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,414,NA,0.3300000131,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0700000003,NA,NA,NA,2.5399999619,NA,NA,NA,NA,NA,NA,7.0999999046,NA,0.7900000215,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,RIVER VASISHTA (GODAVARI) DOWNSTREAM OF NARASAPURAM TOWN AFTER CONFLUENCE OF TOWN SEWAGE,Surface Water,2020-07-15 08:30:00,07,2020,CPCB,16.40845,81.699692,NA,NA,6,NA,NA,NA,0.0199999996,NA,NA,NA,1.2000000477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,520,NA,0.4099999964,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0799999982,NA,NA,NA,2.4900000095,NA,NA,NA,NA,NA,NA,7.5,NA,1.6100000143,NA,NA,NA,NA,NA,460,NA,NA,NA,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GOSTTA NADI- VELPURU CANAL AT HANUMAN TEMPLE DOWNSTREAM OF TANUKU TOWN ATTILI (M),Surface Water,2020-08-11 08:30:00,08,2020,CPCB,16.709955,81.547483,NA,NA,4.9000000954,NA,NA,NA,0.0199999996,NA,NA,NA,3.4000000954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,248,NA,0.1099999994,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0299999993,NA,NA,NA,2.3599998951,NA,NA,NA,NA,NA,NA,7.0999999046,NA,0.7900000215,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,64.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GOSTANI RIVER SAMPLE BEFORE CONFLUENCE WITH M/S DELTA PAPER MILL EFFLUENTS VENDRA PALAKODERU (M),Surface Water,2020-06-12 08:30:00,06,2020,CPCB,16.582868,81.575972,NA,NA,1,NA,NA,NA,0.0399999991,NA,NA,NA,5.5999999046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,1150,NA,0.349999994,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0399999991,NA,NA,NA,2.2799999714,NA,NA,NA,NA,NA,NA,7.5,NA,2.9400000572,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,6.1799998283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GOSTTA NADI- VELPURU CANAL AT HANUMAN TEMPLE DOWNSTREAM OF TANUKU TOWN ATTILI (M),Surface Water,2021-10-08 08:30:00,10,2021,CPCB,16.709955,81.547483,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3200001717,NA,0.8999999762,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,KOLLERU LAKE KOKKIRAYALANKA (V) KAILALUR (M),Surface Water,2021-10-08 08:30:00,10,2021,CPCB,16.654513,81.218715,NA,NA,5.8000001907,NA,NA,NA,NA,NA,NA,NA,2.4000000954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,1520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5599999428,NA,4.9899997711,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,ELERU CANAL NEAR PHARMA CITY,Surface Water,2021-05-12 08:30:00,05,2021,CPCB,16.720398,81.108729,NA,NA,6.8000001907,NA,NA,NA,NA,NA,NA,NA,1.3999999762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2699999809,NA,0.6499999762,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,KRISHNA CANAL AT HANUMAN NAGAR NEAR SAIBABA TEMPLE ELIRU,Surface Water,2021-05-12 08:30:00,05,2021,CPCB,16.752674,81.02373,NA,NA,3.7999999523,NA,NA,NA,NA,NA,NA,NA,2.2999999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1700000763,NA,3.0899999142,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,"YERRAKALUVA RESERVOIR, KONGUVARIGUDEM (V), JANGAREDDYGUDEM (M)",Surface Water,2021-05-12 08:30:00,05,2021,CPCB,17.099917,81.222639,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0200004578,NA,0.3899999857,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,RIVER VASISHTA (GODAVARI) DOWNSTREAM OF NARASAPURAM TOWN AFTER CONFLUENCE OF TOWN SEWAGE,Surface Water,2021-04-08 08:30:00,04,2021,CPCB,16.40845,81.699692,NA,NA,7.5999999046,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7300000191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2021-07-24 12:34:00,07,2021,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,4.4000000954,NA,0,140,NA,NA,NA,NA,NA,20,NA,NA,NA,20,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,240,240,NA,NA,NA,NA,20,13,120,140,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,0.7300000191,NA,NA,NA,NA,NA,NA,NA,153,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GOSTANI RIVER SAMPLE BEFORE CONFLUENCE WITH M/S DELTA PAPER MILL EFFLUENTS VENDRA PALAKODERU (M),Surface Water,2021-07-16 08:30:00,07,2021,CPCB,16.582868,81.575972,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1.8999999762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1500000954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,KRISHNA CANAL AT HANUMAN NAGAR NEAR SAIBABA TEMPLE ELIRU,Surface Water,2021-07-16 08:30:00,07,2021,CPCB,16.752674,81.02373,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,1.8999999762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5799999237,NA,2.1900000572,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GOSTANI RIVER SAMPLE BEFORE CONFLUENCE WITH M/S DELTA PAPER MILL EFFLUENTS VENDRA PALAKODERU (M),Surface Water,2021-01-06 08:30:00,01,2021,CPCB,16.582868,81.575972,NA,NA,4.3000001907,NA,NA,NA,NA,NA,NA,NA,2.0999999046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3000001907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
