State,District,Basin,Sub_Basin,Station_Name,Station_Type,Date,Month,Year,Agency_name,Latitude,Longitude,_24d,_as,_do,aldrin,alk_phen,alk_tot,b,barium,bhc,bod,bod3_27,ca,carbon_14,cd,chlf_a,cl,cn,co3,cocci,cod,cr,cu,data_gov_update_date,ddt,dieldrin,do_sat_,ec_fld,ec_gen,endos,f,fcol_mpn,fe,har_ca,har_mg,har_total,hco3,hg,k,mg,na,na_,nh3_n,ni,no2_n,no2_no3,no3_n,o_po4_p,org_n,p_tot,pah,pb,ph_fld,ph_gen,rsc,sar,secchi,sio2,sio3,so4,ss,tcol_mpn,tds,temp,toc,ts,turb,zn,_401,ag,al,colour_cod,d_o,d_o_,mn,odour_code,oxygen_18,pcb,ph,phenols,radon,se,strontium,tritium,uranium,no2__n,caco3,mgcaco3
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2017-11-15 14:33:00,11,2017,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,6.1999998093,NA,0,120,NA,NA,NA,NA,NA,24,NA,NA,NA,30,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,120,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1999998093,-0.200000003,NA,NA,NA,NA,NA,NA,NA,269,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2018-04-17 14:35:00,04,2018,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2018-10-16 15:26:00,10,2018,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,5.5999999046,NA,0,150,NA,NA,NA,NA,NA,36,NA,NA,NA,19,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,547,NA,NA,NA,NA,NA,NA,170,150,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9800000191,0.3700000048,NA,NA,NA,NA,NA,NA,NA,350,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2018-12-11 15:40:00,12,2018,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,4.8000001907,NA,0,110,NA,NA,NA,NA,NA,24,NA,NA,NA,30,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,445,NA,NA,NA,NA,NA,NA,140,110,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2899999619,0.5099999905,NA,NA,NA,NA,NA,NA,NA,284,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2018-08-28 15:07:00,08,2018,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,5.1999998093,NA,0,100,NA,NA,NA,NA,NA,36,NA,NA,NA,30,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,339,NA,NA,NA,NA,NA,NA,180,100,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8800001144,2.1900000572,NA,NA,NA,NA,NA,NA,NA,216,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GODAVARI AT RAJAHMUNDRY U/S KUMARADEVAM EAST GODAVARI,Surface Water,2020-06-12 08:30:00,06,2020,CPCB,17.069466,81.711134,NA,NA,7.6999998093,NA,NA,NA,0.0099999998,NA,NA,NA,1.2000000477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,232,NA,0.5899999738,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0299999993,NA,NA,NA,0.0099999998,NA,NA,NA,NA,NA,NA,8.1000003815,NA,0.4399999976,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,0.9800000191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GOSTANI RIVER SAMPLE AFTER CONFLUENCE WITH M/S DELTA PAPEER MILL EFFLUENTS BENDRA PALAKODERU (M) BU,Surface Water,2020-09-15 08:30:00,09,2020,CPCB,16.580812,81.572122,NA,NA,3.7999999523,NA,NA,NA,0.0299999993,NA,NA,NA,3.7999999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,452,NA,0.5600000024,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0399999991,NA,NA,NA,1.7699999809,NA,NA,NA,NA,NA,NA,6.9000000954,NA,1.2799999714,NA,NA,NA,NA,NA,460,NA,NA,NA,NA,24.7999992371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,KOLLERU LAKE KOKKIRAYALANKA (V) KAILALUR (M),Surface Water,2020-09-14 08:30:00,09,2020,CPCB,16.654513,81.218715,NA,NA,5,NA,NA,NA,0.0500000007,NA,NA,NA,4.8000001907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,2840,NA,0.2800000012,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999996,NA,NA,NA,2.6600000858,NA,NA,NA,NA,NA,NA,7,NA,6.0799999237,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,2.8099999428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GOSTANI RIVER SAMPLE BEFORE CONFLUENCE WITH M/S DELTA PAPER MILL EFFLUENTS VENDRA PALAKODERU (M),Surface Water,2020-10-07 08:30:00,10,2020,CPCB,16.582868,81.575972,NA,0.003,1.5,NA,NA,NA,0.0900000036,NA,NA,NA,3.2999999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,806,NA,0.4799999893,15,0.0450000018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0799999982,NA,NA,NA,1.4700000286,NA,NA,NA,NA,0.001,NA,7.4000000954,NA,2.8499999046,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,20.7999992371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,ELERU CANAL NEAR PHARMA CITY,Surface Water,2020-03-17 08:30:00,03,2020,CPCB,16.720398,81.108729,NA,NA,6.1999998093,NA,NA,NA,0.0199999996,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,304,NA,0.1000000015,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0399999991,NA,NA,NA,0.4900000095,NA,NA,NA,NA,NA,NA,8,NA,0.9399999976,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,23.2000007629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GOSTTA NADI- VELPURU CANAL AT HANUMAN TEMPLE DOWNSTREAM OF TANUKU TOWN ATTILI (M),Surface Water,2020-04-10 08:30:00,04,2020,CPCB,16.709955,81.547483,NA,0.0020000001,6,NA,NA,NA,0.0199999996,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,344,NA,0.0199999996,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0299999993,NA,NA,NA,0.3799999952,NA,NA,NA,NA,NA,NA,7.8000001907,NA,0.8199999928,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,2.1600000858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,KRISHNA CANAL AT HANUMAN NAGAR NEAR SAIBABA TEMPLE ELIRU,Surface Water,2020-04-10 08:30:00,04,2020,CPCB,16.752674,81.02373,NA,NA,4.5,NA,NA,NA,0.0399999991,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,658,NA,0.5099999905,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0399999991,NA,NA,NA,0.8299999833,NA,NA,NA,NA,NA,NA,7.5999999046,NA,1.9299999475,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,5.8600001335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,RIVER VASISHTA (GODAVARI) DOWNSTREAM OF NARASAPURAM TOWN AFTER CONFLUENCE OF TOWN SEWAGE,Surface Water,2020-04-10 08:30:00,04,2020,CPCB,16.40845,81.699692,NA,NA,5.3000001907,NA,NA,NA,0.2199999988,NA,NA,NA,2.7999999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,49280,NA,1.1000000238,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.150000006,NA,NA,NA,0.9200000167,NA,NA,NA,NA,NA,NA,8.6000003815,NA,48.4000015259,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,2.1800000668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GOSTANI RIVER SAMPLE BEFORE CONFLUENCE WITH M/S DELTA PAPER MILL EFFLUENTS VENDRA PALAKODERU (M),Surface Water,2020-02-14 08:30:00,02,2020,CPCB,16.582868,81.575972,NA,NA,1.7999999523,NA,NA,NA,0.0900000036,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,2509,NA,0.4300000072,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0399999991,NA,NA,NA,1.9400000572,NA,NA,NA,NA,NA,NA,7.3000001907,NA,5.5100002289,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,28.6000003815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,RIVER VASISHTA (GODAVARI) DOWNSTREAM OF NARASAPURAM TOWN AFTER CONFLUENCE OF TOWN SEWAGE,Surface Water,2020-05-14 08:30:00,05,2020,CPCB,16.40845,81.699692,NA,NA,5.9000000954,NA,NA,NA,0.1599999964,NA,NA,NA,2.2999999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,43500,NA,1.0199999809,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0799999982,NA,NA,NA,0.400000006,NA,NA,NA,NA,NA,NA,7.5999999046,NA,56.7900009155,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,3.1199998856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GODAVARI AT RAJAHMUNDRY U/S KUMARADEVAM EAST GODAVARI,Surface Water,2020-07-14 08:30:00,07,2020,CPCB,17.069466,81.711134,NA,NA,6.4000000954,NA,NA,NA,0.0099999998,NA,NA,NA,1.7999999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,176,NA,0.3400000036,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0399999991,NA,NA,NA,3.0599999428,NA,NA,NA,NA,NA,NA,7.4000000954,NA,0.3799999952,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,COLLING WATER BLOWDOWNS FROM ANDHRA SUGARS LTD TANUKU BEFORE JOINING RIVER GODAVARI,Surface Water,2020-08-11 08:30:00,08,2020,CPCB,16.730168,81.677227,NA,NA,5.8000001907,NA,NA,NA,0.0299999993,NA,NA,NA,1.7999999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,762,NA,0.6000000238,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0299999993,NA,NA,NA,2.9600000381,NA,NA,NA,NA,NA,NA,8,NA,1.6100000143,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,1.2400000095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,KOLLERU LAKE KOKKIRAYALANKA (V) KAILALUR (M),Surface Water,2020-12-21 08:30:00,12,2020,CPCB,16.654513,81.218715,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,6.1999998093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,940,NA,0.5099999905,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0799999982,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,7.1999998093,NA,2.8900001049,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,KRISHNA CANAL AT HANUMAN NAGAR NEAR SAIBABA TEMPLE ELIRU,Surface Water,2019-09-12 08:30:00,09,2019,CPCB,16.752674,81.02373,NA,NA,4.1999998093,NA,NA,NA,0.5,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,1.0499999523,NA,NA,NA,NA,NA,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,ELERU CANAL NEAR PHARMA CITY,Surface Water,2019-08-09 08:30:00,08,2019,CPCB,16.720398,81.108729,NA,NA,6.5999999046,NA,NA,NA,0.5,NA,NA,NA,1.3999999762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1999998093,NA,1.0499999523,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GODAVARI AT RAJAHMUNDRY U/S KUMARADEVAM EAST GODAVARI,Surface Water,2019-08-08 08:30:00,08,2019,CPCB,17.069466,81.711134,NA,NA,6.8000001907,NA,NA,NA,NA,NA,NA,NA,2.2000000477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4000000954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GOSTANI RIVER SAMPLE BEFORE CONFLUENCE WITH M/S DELTA PAPER MILL EFFLUENTS VENDRA PALAKODERU (M),Surface Water,2019-08-25 08:30:00,08,2019,CPCB,16.582868,81.575972,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3.4000000954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3000001907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GOSTTA NADI- VELPURU CANAL AT HANUMAN TEMPLE DOWNSTREAM OF TANUKU TOWN ATTILI (M),Surface Water,2019-12-06 08:30:00,12,2019,CPCB,16.709955,81.547483,NA,NA,7.3000001907,NA,NA,NA,0.5,NA,NA,NA,2.0999999046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1000003815,NA,0.7900000215,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,KOLLERU LAKE KOKKIRAYALANKA (V) KAILALUR (M),Surface Water,2019-12-06 08:30:00,12,2019,CPCB,16.654513,81.218715,NA,NA,4.1999998093,NA,NA,NA,0.5,NA,NA,NA,1.7000000477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,1840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1000003815,NA,4.7399997711,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,KRISHNA CANAL AT HANUMAN NAGAR NEAR SAIBABA TEMPLE ELIRU,Surface Water,2019-12-06 08:30:00,12,2019,CPCB,16.752674,81.02373,NA,NA,6.1999998093,NA,NA,NA,0.5,NA,NA,NA,2.2000000477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9000000954,NA,0.8999999762,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GOSTTA NADI- VELPURU CANAL AT HANUMAN TEMPLE DOWNSTREAM OF TANUKU TOWN ATTILI (M),Surface Water,2019-11-14 08:30:00,11,2019,CPCB,16.709955,81.547483,NA,NA,4,NA,NA,NA,0.5,NA,NA,NA,2.5999999046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6999998093,NA,0.5899999738,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,RIVER VASISHTA (GODAVARI) DOWNSTREAM OF NARASAPURAM TOWN AFTER CONFLUENCE OF TOWN SEWAGE,Surface Water,2019-11-14 08:30:00,11,2019,CPCB,16.40845,81.699692,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GOSTANI RIVER SAMPLE BEFORE CONFLUENCE WITH M/S DELTA PAPER MILL EFFLUENTS VENDRA PALAKODERU (M),Surface Water,2019-05-27 08:30:00,05,2019,CPCB,16.582868,81.575972,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,1.2000000477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4000000954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,Godavari,-,Anantapalli,Surface Water,2018-09-19 15:18:00,09,2018,Andhra Pradesh SW,16.9830555556,81.3663888889,NA,NA,5.1999998093,NA,0,100,NA,NA,NA,NA,NA,28,NA,NA,NA,15,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,320,NA,NA,NA,NA,NA,NA,120,100,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5799999237,0.9700000286,NA,NA,NA,NA,NA,NA,NA,204,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,COLLING WATER BLOWDOWNS FROM ANDHRA SUGARS LTD TANUKU BEFORE JOINING RIVER GODAVARI,Surface Water,2019-07-18 08:30:00,07,2019,CPCB,16.730168,81.677227,NA,NA,6.8000001907,NA,NA,NA,NA,NA,NA,NA,2.2999999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6000003815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,KOLLERU LAKE KOKKIRAYALANKA (V) KAILALUR (M),Surface Water,2019-07-11 08:30:00,07,2019,CPCB,16.654513,81.218715,NA,NA,6.1999998093,NA,NA,NA,0.8999999762,NA,NA,NA,5.4000000954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,14730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8000000119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9000000954,NA,15.3000001907,NA,NA,NA,NA,NA,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,GOSTTA NADI- VELPURU CANAL AT HANUMAN TEMPLE DOWNSTREAM OF TANUKU TOWN ATTILI (M),Surface Water,2019-10-18 08:30:00,10,2019,CPCB,16.709955,81.547483,NA,NA,5,NA,NA,NA,0.5,NA,NA,NA,3.4000000954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,0.8899999857,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,RIVER VASISHTA (GODAVARI) DOWNSTREAM OF NARASAPURAM TOWN AFTER CONFLUENCE OF TOWN SEWAGE,Surface Water,2019-10-18 08:30:00,10,2019,CPCB,16.40845,81.699692,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2.5999999046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andhra Pradesh,WEST GODAVARI,NA,NA,KOLLERU LAKE KOKKIRAYALANKA (V) KAILALUR (M),Surface Water,2020-01-17 08:30:00,01,2020,CPCB,16.654513,81.218715,NA,NA,3.5,NA,NA,NA,0.0500000007,NA,NA,NA,2.7999999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,2768,NA,0.2899999917,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2099999934,NA,NA,NA,4.0300002098,NA,NA,NA,NA,NA,NA,7.5999999046,NA,6.9200000763,NA,NA,NA,NA,NA,460,NA,NA,NA,73,25.2000007629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
